subgenus Drosophila	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
serido sibling set	GO:0048699	0.003717764531426	0.999995569819092	1	5	generation of neurons	BP	0.133805570943841	BP generation of neurons	group12234
serido sibling set	GO:0022890	0.003816940235173	0.999997079962325	1	2	inorganic cation transmembrane transporter activity	MF	0.136688487565969	MF inorganic cation transmembrane transporter activity	group11141
serido sibling set	GO:0005746	0.003832549575245	0.999997056002905	1	2	mitochondrial respirasome	CC	0.136688487565969	CC mitochondrial respirasome	group11141
serido sibling set	GO:0071702	0.003873856409155	0.999994989470067	1	6	organic substance transport	BP	0.137539352328645	BP organic substance transport	group13045
serido sibling set	GO:0046662	0.003893122564521	0.999995444923573	1	4	regulation of oviposition	BP	0.137603551809678	BP regulation of oviposition	group13045
serido sibling set	GO:0008324	0.00400844705187	0.999994849246407	1	5	cation transmembrane transporter activity	MF	0.141047230637684	MF cation transmembrane transporter activity	group11141
serido sibling set	GO:0007589	0.00418691902293	0.999995315525989	1	3	body fluid secretion	BP	0.146672425505478	BP body fluid secretion	group11141
serido sibling set	GO:0043229	0.004255323123776	0.99999395300994	1	6	intracellular organelle	CC	0.148232333418589	CC intracellular organelle	group11141
serido sibling set	GO:0098655	0.004269061112157	0.999993740228733	1	7	cation transmembrane transport	BP	0.148232333418589	BP cation transmembrane transport	group11141
serido sibling set	GO:0048513	0.004393252506898	0.999994197959142	1	4	animal organ development	BP	0.151875509909525	BP animal organ development	group11141
serido sibling set	GO:0010941	0.004529522310671	0.999993147725907	1	6	regulation of cell death	BP	0.155902597610092	BP regulation of cell death	group11141
serido sibling set	GO:2000377	0.004592346238296	0.999992755183972	1	7	regulation of reactive oxygen species metabolic process	BP	0.157377708914142	BP regulation of reactive oxygen species metabolic process	group11141
serido sibling set	GO:0022900	0.00481909265672	0.99999255236191	1	5	electron transport chain	BP	0.164433282771711	BP electron transport chain	group11141
serido sibling set	GO:0010942	0.004845783552724	0.999992939506178	1	4	positive regulation of cell death	BP	0.164631318804174	BP positive regulation of cell death	group11141
serido sibling set	GO:0007389	0.004919707558704	0.999991684240724	1	7	pattern specification process	BP	0.166425472007321	BP pattern specification process	group13045
serido sibling set	GO:0006139	0.004988320121573	0.999991687496079	1	6	nucleobase-containing compound metabolic process	BP	0.168025381189036	BP nucleobase-containing compound metabolic process	group11141
serido sibling set	GO:0046034	0.005034756799109	0.99999187000785	1	5	ATP metabolic process	BP	0.16886788549182	BP ATP metabolic process	group11141
serido sibling set	GO:0045924	0.005228290705636	0.999990607000905	1	7	regulation of female receptivity	BP	0.174231352314252	BP regulation of female receptivity	group12810
serido sibling set	GO:0009117	0.005238877251773	0.999992661747097	1	3	nucleotide metabolic process	BP	0.174231352314252	BP nucleotide metabolic process	group11141
serido sibling set	GO:0045184	0.00542813367244	0.999989874284422	1	7	establishment of protein localization	BP	0.179767015151974	BP establishment of protein localization	group13045
serido sibling set	GO:0006811	0.005534726335033	0.999988946846969	1	10	ion transport	BP	0.182530179802207	BP ion transport	group11141
serido sibling set	GO:0009266	0.005832131483469	0.999988308780698	1	7	response to temperature stimulus	BP	0.19153691813626	BP response to temperature stimulus	group11141
serido sibling set	GO:0022904	0.006032903529701	0.999988321291613	1	5	respiratory electron transport chain	BP	0.197308488054359	BP respiratory electron transport chain	group11141
serido sibling set	GO:0009966	0.006385182595459	0.999985691401344	1	8	regulation of signal transduction	BP	0.207966980237213	BP regulation of signal transduction	group12810
serido sibling set	GO:0006163	0.006798997571597	0.999984544553484	1	6	purine nucleotide metabolic process	BP	0.220533740161831	BP purine nucleotide metabolic process	group11141
serido sibling set	GO:0045333	0.00713967282961	0.999982954183765	1	6	cellular respiration	BP	0.230634841159781	BP cellular respiration	group11141
serido sibling set	GO:0005740	0.007178820543762	0.999982275254009	1	7	mitochondrial envelope	CC	0.230952912350738	CC mitochondrial envelope	group11141
serido sibling set	GO:0004129	0.007602786480878	0.999982595800143	1	4	cytochrome-c oxidase activity	MF	0.243598223749097	MF cytochrome-c oxidase activity	group11141
serido sibling set	GO:0048666	0.008279322299189	0.999974603573463	1	13	neuron development	BP	0.264200884057508	BP neuron development	group12234
serido sibling set	GO:0007619	0.008448616127106	0.999973259482056	1	15	courtship behavior	BP	0.268516098039702	BP courtship behavior	group12234
serido sibling set	GO:0016310	0.008623480420825	0.999972634955065	1	12	phosphorylation	BP	0.272972982638324	BP phosphorylation	group11141
serido sibling set	GO:0016020	0.008744471281893	0.999730995730609	2	232	membrane	CC	0.275695690575528	CC membrane	group13045, group11141
serido sibling set	GO:0005751	0.008799671597652	0.99997511974252	1	5	mitochondrial respiratory chain complex IV	CC	0.276330723237835	CC mitochondrial respiratory chain complex IV	group11141
serido sibling set	GO:0050877	0.009075304671309	0.999969293944553	1	14	nervous system process	BP	0.283855362774836	BP nervous system process	group13032
serido sibling set	GO:0006119	0.009471562607447	0.999969968300619	1	6	oxidative phosphorylation	BP	0.295078484078657	BP oxidative phosphorylation	group11141
serido sibling set	GO:0007626	0.009727132254659	0.999964534444766	1	15	locomotory behavior	BP	0.301847466264668	BP locomotory behavior	group12234
serido sibling set	GO:0034220	0.009985452383598	0.999962811585768	1	14	ion transmembrane transport	BP	0.308648375245187	BP ion transmembrane transport	group11141
serido sibling set	GO:0006417	0.010216495663795	0.999961066863157	1	14	regulation of translation	BP	0.314556323523576	BP regulation of translation	group12234
serido sibling set	GO:0042332	0.01041818421328	0.999958821588429	1	18	gravitaxis	BP	0.319518007661751	BP gravitaxis	group12234
serido sibling set	GO:0031966	0.010606744109445	0.999958276032223	1	13	mitochondrial membrane	CC	0.324040143684671	CC mitochondrial membrane	group11141
serido sibling set	GO:0022008	0.01066712321444	0.999957331516752	1	15	neurogenesis	BP	0.324626506471874	BP neurogenesis	group12234
serido sibling set	GO:0061355	0.011912014939354	0.999949287065952	1	9	Wnt protein secretion	BP	0.361117314430724	BP Wnt protein secretion	group13045
serido sibling set	GO:0006812	0.012753541721974	0.999937713269959	1	21	cation transport	BP	0.385147187174693	BP cation transport	group11141
serido sibling set	GO:0005179	0.012936976168096	0.999941087778447	1	8	hormone activity	MF	0.386689683518509	MF hormone activity	group12810
serido sibling set	GO:0009060	0.012947140693572	0.999940994895519	1	8	aerobic respiration	BP	0.386689683518509	BP aerobic respiration	group11141
serido sibling set	GO:0006123	0.012951798585243	0.999942151982605	1	7	mitochondrial electron transport, cytochrome c to oxygen	BP	0.386689683518509	BP mitochondrial electron transport, cytochrome c to oxygen	group11141
serido sibling set	GO:0040011	0.013372834895005	0.999931203062927	1	23	locomotion	BP	0.397753526952576	BP locomotion	group12234
serido sibling set	GO:0034976	0.015194319773403	0.999910949745299	1	24	response to endoplasmic reticulum stress	BP	0.450231685917159	BP response to endoplasmic reticulum stress	group12234
serido sibling set	GO:0017148	0.016483904242052	0.999895135419755	1	24	negative regulation of translation	BP	0.486614731220417	BP negative regulation of translation	group12234
serido sibling set	GO:0016322	0.016618410660459	0.999892617185527	1	29	neuron remodeling	BP	0.488754898603495	BP neuron remodeling	group12234
serido sibling set	GO:0048018	0.016737318500402	0.999892542094038	1	21	receptor ligand activity	MF	0.49042209821623	MF receptor ligand activity	group12810
serido sibling set	GO:0015031	0.018604588119666	0.999865854229223	1	26	protein transport	BP	0.543116161330385	BP protein transport	group13045
serido sibling set	GO:0007552	0.019173963187142	0.999857483629288	1	26	metamorphosis	BP	0.557672242955912	BP metamorphosis	group12234
serido sibling set	GO:0003730	0.020046961112898	0.999843328561018	1	30	mRNA 3'-UTR binding	MF	0.580919659896541	MF mRNA 3'-UTR binding	group12234
serido sibling set	GO:0003824	0.020137636583374	0.999842503041854	1	27	catalytic activity	MF	0.581409712637915	MF catalytic activity	group11141
serido sibling set	GO:0009953	0.020621158627473	0.999834590272065	1	28	dorsal/ventral pattern formation	BP	0.593196979203449	BP dorsal/ventral pattern formation	group13045
serido sibling set	GO:0005102	0.021234772250312	0.99982412490721	1	30	signaling receptor binding	MF	0.608627181370771	MF signaling receptor binding	group12810
serido sibling set	GO:0009306	0.025535296590938	0.999744670177448	1	32	protein secretion	BP	0.729236259890478	BP protein secretion	group13045
serido sibling set	GO:0008104	0.026321545460309	0.999726112240469	1	45	protein localization	BP	0.748976250246037	BP protein localization	group13045
serido sibling set	GO:0030182	0.027622565142579	0.99969967092463	1	37	neuron differentiation	BP	0.783169275013688	BP neuron differentiation	group12234
serido sibling set	GO:0048193	0.027956702961669	0.999695448949463	1	27	Golgi vesicle transport	BP	0.789801909476266	BP Golgi vesicle transport	group13045
serido sibling set	GO:0009055	0.028602378605474	0.999682647824121	1	24	electron transfer activity	MF	0.805156957744082	MF electron transfer activity	group11141
serido sibling set	GO:1902600	0.029009029379933	0.999671943935477	1	27	proton transmembrane transport	BP	0.81369811235813	BP proton transmembrane transport	group11141
serido sibling set	GO:0008344	0.030690099224567	0.999626974808052	1	45	adult locomotory behavior	BP	0.85779915634056	BP adult locomotory behavior	group12234
serido sibling set	GO:0010629	0.033526644363618	0.999552960269965	1	52	negative regulation of gene expression	BP	0.933605378717204	BP negative regulation of gene expression	group12234
serido sibling set	GO:0032991	0.033639168682528	0.999549769047399	1	53	protein-containing complex	CC	0.933605378717204	CC protein-containing complex	group11141
serido sibling set	GO:0030154	0.035229944590534	0.999504898896125	1	59	cell differentiation	BP	0.974324292149442	BP cell differentiation	group12234
serido sibling set	GO:0022857	0.036213899700433	0.999476077379597	1	63	transmembrane transporter activity	MF	0.998034816219634	MF transmembrane transporter activity	group11141
serido sibling set	GO:0007399	0.03890094653999	0.99939432823535	1	66	nervous system development	BP	0.9999999999	BP nervous system development	group12234
serido sibling set	GO:0005743	0.040417591101039	0.999350717679611	1	44	mitochondrial inner membrane	CC	0.9999999999	CC mitochondrial inner membrane	group11141
serido sibling set	GO:0010468	0.045365559495214	0.999172871380156	1	73	regulation of gene expression	BP	0.9999999999	BP regulation of gene expression	group12234
serido sibling set	GO:0016491	0.048368391440019	0.999062163185062	1	57	oxidoreductase activity	MF	0.9999999999	MF oxidoreductase activity	group11141
generalists	GO:0005488	0.000254252855748	1	1	1	binding	MF	0.030432111041886	MF binding	group16290
generalists	GO:0005623	0.000254252855748	1	1	1	NA	NA	0.030432111041886	none	group16290
generalists	GO:0006613	0.000254252855748	1	1	1	cotranslational protein targeting to membrane	BP	0.030432111041886	BP cotranslational protein targeting to membrane	group16290
generalists	GO:0006725	0.000254252855748	1	1	1	cellular aromatic compound metabolic process	BP	0.030432111041886	BP cellular aromatic compound metabolic process	group16290
generalists	GO:0006810	0.000254252855748	1	1	1	transport	BP	0.030432111041886	BP transport	group16290
generalists	GO:0008152	0.000254252855748	1	1	1	metabolic process	BP	0.030432111041886	BP metabolic process	group16290
generalists	GO:0009057	0.000254252855748	1	1	1	macromolecule catabolic process	BP	0.030432111041886	BP macromolecule catabolic process	group16290
generalists	GO:0009059	0.000254252855748	1	1	1	macromolecule biosynthetic process	BP	0.030432111041886	BP macromolecule biosynthetic process	group16290
generalists	GO:0009892	0.000254252855748	1	1	1	negative regulation of metabolic process	BP	0.030432111041886	BP negative regulation of metabolic process	group16290
